outcome,family,observations,participants,items,selected_formula,selected_candidate,singular,log_likelihood,AIC,BIC
Target-item accuracy,Binomial logit,1800,90,10,correct ~ time * condition + (1 | participant_id) + (1 | item_id),5,FALSE,-1110.9904389752637,2237.9808779505274,2281.9452135016013
